Transaction_ID,User_ID,Date,Account_Number,Transaction_Type,Amount,Currency,Category,Counterparty,Payment_Method
TXN09391,U481,25/10/2024,313271,Refund,5983.35,USD,Marketing,Shepherd Inc,Cash
TXN09392,U303,15/05/2024,105353,Refund,4974.09,USD,Marketing,"Lewis, Johnson and Jacobson",Credit Card
TXN09393,U200,14/12/2024,914240,Credit,9126.63,USD,Sales,Ruiz-Gallagher,Cash
TXN09394,U146,15/03/2024,956255,Refund,7835.43,USD,Sales,Gutierrez PLC,Bank Transfer
TXN09395,U376,11/11/2024,960071,Debit,5296.59,USD,Marketing,Costa PLC,Bank Transfer
TXN09396,U287,01/01/2025,477365,Credit,4933.32,USD,Inventory,Smith Group,Credit Card
TXN09397,U194,11/08/2024,847670,Credit,2244.57,USD,Marketing,Sanchez-Hancock,Cash
TXN09398,U270,01/09/2024,155074,Debit,660.54,USD,Payroll,"Chambers, Foster and Mcdaniel",Bank Transfer
TXN09399,U188,10/02/2024,713351,Credit,4637.85,USD,Sales,"Schwartz, Davis and Ochoa",Cash
TXN09400,U174,09/08/2024,233407,Refund,4395.78,USD,Payroll,Gomez Ltd,Bank Transfer
TXN09401,U490,01/07/2024,871382,Credit,1211.58,USD,Inventory,Lucero-Benjamin,Cash
TXN09402,U190,28/09/2024,361339,Credit,4151.62,USD,Marketing,Dickerson-Montoya,Bank Transfer
TXN09403,U035,01/02/2024,334845,Debit,6033.84,USD,Inventory,Nixon-Mack,Bank Transfer
TXN09404,U151,04/03/2024,201980,Refund,7501.57,USD,Marketing,Mullins-Walker,Credit Card
TXN09405,U234,21/08/2024,697126,Refund,1029.53,USD,Sales,Stone-Sparks,Credit Card
TXN09406,U074,08/07/2024,651747,Credit,9081.68,USD,Marketing,"Dorsey, Perez and Nixon",Cash
TXN09407,U027,22/11/2024,283264,Refund,9554.97,USD,Inventory,Bowman and Sons,Credit Card
TXN09408,U114,24/12/2024,296801,Refund,1492.91,USD,Payroll,"Garner, Rodriguez and Ortiz",Cash
TXN09409,U184,02/07/2024,474374,Refund,4854.7,USD,Sales,Sanders and Sons,Credit Card
TXN09410,U347,27/06/2024,172226,Refund,9525.94,USD,Marketing,Dominguez Inc,Bank Transfer
TXN09411,U293,01/06/2024,954156,Refund,4855.36,USD,Payroll,Guzman and Sons,Cash
TXN09412,U223,21/10/2024,976665,Credit,5714.47,USD,Operations,Smith-Smith,Credit Card
TXN09413,U182,27/04/2024,642958,Credit,2489.94,USD,Inventory,Bennett-Lopez,Credit Card
TXN09414,U163,04/12/2024,686393,Refund,8310.86,USD,Operations,Hill-Miller,Credit Card
TXN09415,U365,24/04/2024,765413,Debit,7624.33,USD,Payroll,"Decker, Baxter and Weiss",Cash
TXN09416,U216,26/08/2024,350675,Refund,4374.57,USD,Operations,Parker-Haas,Credit Card
TXN09417,U348,26/11/2024,287362,Debit,2117.24,USD,Marketing,Payne-Smith,Bank Transfer
TXN09418,U049,22/01/2024,655725,Credit,6891.95,USD,Marketing,Park Inc,Cash
TXN09419,U336,14/04/2024,809763,Credit,5158.73,USD,Sales,Rivas Group,Cash
TXN09420,U415,23/03/2024,498955,Credit,5913.84,USD,Payroll,Edwards LLC,Cash
TXN09421,U370,15/06/2024,192400,Refund,2898.17,USD,Operations,Lawrence Group,Bank Transfer
TXN09422,U040,28/12/2024,438423,Credit,5688.94,USD,Operations,Young LLC,Credit Card
TXN09423,U060,31/12/2024,568403,Refund,1148.25,USD,Payroll,Williams-Brooks,Cash
TXN09424,U275,24/12/2024,913304,Refund,6109.36,USD,Marketing,"Brown, Dickerson and Craig",Credit Card
TXN09425,U188,14/05/2024,115223,Credit,8072.06,USD,Operations,Edwards Group,Cash
TXN09426,U271,22/01/2024,182007,Credit,679.29,USD,Sales,"Tanner, Wall and Walker",Cash
TXN09427,U269,22/06/2024,476402,Credit,8227.23,USD,Payroll,Meza-Harris,Credit Card
TXN09428,U429,01/09/2024,762350,Debit,2648.5,USD,Operations,"Harris, Reed and Williams",Bank Transfer
TXN09429,U236,07/07/2024,960205,Debit,8835.42,USD,Marketing,Fry Inc,Cash
TXN09430,U215,06/11/2024,274820,Refund,8482.73,USD,Sales,"Stewart, Haynes and Robinson",Bank Transfer
TXN09431,U500,24/08/2024,489004,Debit,9557.99,USD,Payroll,"Dixon, Turner and Davis",Credit Card
TXN09432,U103,27/08/2024,475149,Debit,1404.27,USD,Sales,"Ramirez, Harris and Green",Bank Transfer
TXN09433,U095,24/11/2024,595324,Credit,2151.28,USD,Operations,Chan Inc,Cash
TXN09434,U293,12/08/2024,989339,Credit,519.3,USD,Operations,"Wilcox, Miles and Ford",Bank Transfer
TXN09435,U006,19/11/2024,482850,Refund,4612.81,USD,Inventory,Roberts LLC,Credit Card
TXN09436,U250,30/11/2024,441125,Refund,9041.72,USD,Payroll,Mcpherson-Jones,Bank Transfer
TXN09437,U389,14/11/2024,698492,Debit,8444.07,USD,Marketing,Lowery-Wong,Cash
TXN09438,U301,16/06/2024,331666,Refund,1065.85,USD,Marketing,Leblanc-Roberson,Bank Transfer
TXN09439,U067,08/04/2024,443123,Credit,4113.31,USD,Payroll,Bradley Inc,Cash
TXN09440,U401,09/04/2024,729938,Credit,8411.86,USD,Inventory,Fernandez-Coleman,Bank Transfer
TXN09441,U401,11/01/2024,285339,Debit,6610.95,USD,Inventory,"Kerr, Thomas and Gallegos",Credit Card
TXN09442,U412,05/05/2024,441731,Credit,6596.05,USD,Payroll,"Kline, Wells and Bentley",Credit Card
TXN09443,U171,20/09/2024,962809,Credit,6311.94,USD,Inventory,Martin LLC,Bank Transfer
TXN09444,U078,26/11/2024,405017,Credit,6607.8,USD,Operations,Eaton-Martinez,Cash
TXN09445,U419,19/08/2024,585084,Credit,2602.32,USD,Operations,"Hooper, Cohen and Snyder",Credit Card
TXN09446,U047,11/09/2024,694483,Credit,8497.7,USD,Operations,Willis and Sons,Bank Transfer
TXN09447,U395,16/11/2024,320954,Debit,9020.34,USD,Sales,Brown Ltd,Cash
TXN09448,U446,17/04/2024,497918,Refund,5462.02,USD,Sales,"Chapman, Davidson and Reese",Credit Card
TXN09449,U400,13/03/2024,156525,Debit,9732.66,USD,Marketing,Wagner Inc,Bank Transfer
TXN09450,U261,28/01/2024,867328,Debit,846.05,USD,Marketing,Cervantes Ltd,Credit Card
TXN09451,U410,10/04/2024,656301,Debit,3700.08,USD,Sales,"Mcdaniel, West and Cooley",Credit Card
TXN09452,U049,08/05/2024,763456,Refund,7021.15,USD,Payroll,Forbes Group,Cash
TXN09453,U411,15/01/2024,391637,Credit,6155.94,USD,Sales,"Norris, Martin and Shaw",Credit Card
TXN09454,U070,23/05/2024,456525,Refund,5134.42,USD,Sales,Hardy Ltd,Cash
TXN09455,U455,06/06/2024,831097,Debit,5049.52,USD,Inventory,Holland Inc,Credit Card
TXN09456,U175,19/05/2024,461965,Refund,9930.58,USD,Sales,"Brown, Haynes and Parks",Cash
TXN09457,U133,17/07/2024,190152,Debit,5851.28,USD,Operations,Marquez-Wagner,Cash
TXN09458,U011,30/07/2024,621077,Credit,9009.32,USD,Operations,Roberts Ltd,Cash
TXN09459,U300,20/06/2024,526649,Debit,8975.49,USD,Operations,Hunter-Rojas,Cash
TXN09460,U221,02/06/2024,323018,Credit,844.17,USD,Payroll,Sanders-Carroll,Bank Transfer
TXN09461,U270,25/10/2024,405531,Debit,4450.12,USD,Inventory,Gonzalez-Jackson,Credit Card
TXN09462,U024,10/07/2024,888928,Debit,233.91,USD,Operations,Nelson and Sons,Credit Card
TXN09463,U333,31/05/2024,884632,Refund,8364.44,USD,Inventory,Burns PLC,Cash
TXN09464,U413,05/11/2024,865606,Credit,5041.46,USD,Payroll,Henry LLC,Bank Transfer
TXN09465,U155,31/08/2024,848505,Debit,5880.6,USD,Inventory,Hogan-Swanson,Bank Transfer
TXN09466,U280,04/01/2025,751760,Credit,2904.77,USD,Sales,Medina PLC,Bank Transfer
TXN09467,U470,01/05/2024,521483,Refund,6618.25,USD,Payroll,Cortez Inc,Cash
TXN09468,U420,21/06/2024,331045,Credit,315.05,USD,Sales,Ball Group,Bank Transfer
TXN09469,U379,12/07/2024,935486,Refund,8205.28,USD,Inventory,Perry and Sons,Cash
TXN09470,U099,25/01/2024,760914,Refund,715.39,USD,Operations,Roth-Walsh,Credit Card
TXN09471,U123,30/10/2024,129647,Credit,5470.72,USD,Sales,Mccullough-West,Cash
TXN09472,U434,21/01/2024,287761,Credit,3996.03,USD,Marketing,Salazar-Armstrong,Cash
TXN09473,U098,18/07/2024,960649,Debit,2607.76,USD,Inventory,"Haas, Davis and Juarez",Cash
TXN09474,U213,06/10/2024,726073,Refund,5355.69,USD,Inventory,"Espinoza, Melton and Davies",Credit Card
TXN09475,U053,29/10/2024,155529,Credit,1615.56,USD,Payroll,"Thompson, Williams and Davis",Credit Card
TXN09476,U110,12/03/2024,451839,Refund,1211.23,USD,Sales,Lara and Sons,Credit Card
TXN09477,U244,23/09/2024,202387,Debit,9468.56,USD,Operations,"Castro, Small and White",Cash
TXN09478,U302,09/09/2024,535359,Credit,8835.58,USD,Sales,Good-Townsend,Cash
TXN09479,U127,17/04/2024,282211,Credit,5224.24,USD,Sales,Martinez-Rowe,Credit Card
TXN09480,U494,05/06/2024,938490,Refund,7377.08,USD,Payroll,Ross Inc,Credit Card
TXN09481,U149,08/06/2024,282126,Credit,2339.05,USD,Sales,"Johnson, Smith and Mendoza",Bank Transfer
TXN09482,U477,03/03/2024,929714,Credit,9828.73,USD,Inventory,Walton Group,Cash
TXN09483,U486,08/10/2024,422234,Refund,9725.47,USD,Sales,Ruiz LLC,Credit Card
TXN09484,U424,01/07/2024,636081,Debit,3744.25,USD,Marketing,Brewer Ltd,Bank Transfer
TXN09485,U130,15/06/2024,597691,Credit,9325.74,USD,Inventory,"Lindsey, Villarreal and Booth",Cash
TXN09486,U274,25/12/2024,289499,Debit,5395.61,USD,Inventory,Galvan-Green,Credit Card
TXN09487,U249,28/02/2024,409253,Refund,626.53,USD,Marketing,Jenkins-Lopez,Cash
TXN09488,U163,01/03/2024,963683,Refund,266.67,USD,Marketing,Ross PLC,Cash
TXN09489,U002,08/04/2024,262303,Debit,5405.55,USD,Marketing,Hicks-Hudson,Credit Card
TXN09490,U383,30/08/2024,950937,Credit,4193.69,USD,Sales,Horn-Burke,Cash
TXN09491,U144,01/06/2024,606816,Credit,3208.78,USD,Operations,"Montgomery, Chavez and Robinson",Cash
TXN09492,U218,20/04/2024,382934,Refund,6669.17,USD,Operations,"Smith, Rush and Diaz",Bank Transfer
TXN09493,U220,26/04/2024,551571,Refund,8289.82,USD,Payroll,"Smith, Carter and Mccall",Cash
TXN09494,U177,18/02/2024,680742,Credit,1806.5,USD,Payroll,Flores and Sons,Credit Card
TXN09495,U226,20/08/2024,542718,Debit,1897.25,USD,Inventory,Bell Inc,Cash
TXN09496,U407,17/05/2024,495115,Refund,5638.66,USD,Inventory,"Burnett, Robinson and Smith",Bank Transfer
TXN09497,U174,06/10/2024,484769,Credit,3002.56,USD,Operations,Owens-Vargas,Cash
TXN09498,U448,20/10/2024,625951,Credit,4038.26,USD,Payroll,"Wilson, Mullins and Barker",Cash
TXN09499,U450,09/06/2024,944102,Credit,7648.45,USD,Inventory,"Lewis, Wilson and Burton",Bank Transfer
TXN09500,U024,27/05/2024,240249,Debit,6683.16,USD,Inventory,"Page, Lee and Horn",Cash
TXN09501,U310,16/03/2024,958949,Credit,9342.15,USD,Sales,Gibson Inc,Credit Card
TXN09502,U134,26/06/2024,867795,Refund,5113.87,USD,Payroll,Hernandez PLC,Credit Card
TXN09503,U138,17/10/2024,449327,Debit,5001.85,USD,Operations,Barton-Cox,Credit Card
TXN09504,U375,16/11/2024,213528,Refund,8173.25,USD,Sales,"Collins, Allen and Green",Cash
TXN09505,U428,01/02/2024,397545,Debit,2711.46,USD,Inventory,"Harris, Allen and Monroe",Credit Card
TXN09506,U316,04/06/2024,358315,Credit,1661.84,USD,Sales,"Lopez, Moore and Wolfe",Bank Transfer
TXN09507,U206,16/03/2024,760170,Credit,6707.42,USD,Marketing,Castillo Group,Bank Transfer
TXN09508,U106,16/04/2024,599657,Debit,5601.29,USD,Operations,Lewis PLC,Credit Card
TXN09509,U009,09/07/2024,320949,Credit,5051.82,USD,Inventory,Chapman-Lamb,Bank Transfer
TXN09510,U149,15/11/2024,740866,Refund,4638.96,USD,Sales,Lewis-Thompson,Credit Card
TXN09511,U366,26/09/2024,202930,Credit,7524.04,USD,Payroll,Crane PLC,Credit Card
TXN09512,U291,21/11/2024,642361,Debit,5790.17,USD,Payroll,Castillo and Sons,Cash
TXN09513,U242,18/05/2024,731283,Refund,9990.49,USD,Sales,Norman-Stevenson,Credit Card
TXN09514,U287,20/04/2024,891574,Refund,9302.85,USD,Operations,Nolan-Romero,Credit Card
TXN09515,U435,12/03/2024,269633,Debit,4776.59,USD,Marketing,Massey-Horton,Credit Card
TXN09516,U149,27/04/2024,117181,Refund,6357.53,USD,Marketing,Hancock LLC,Cash
TXN09517,U169,20/04/2024,698991,Refund,2678.67,USD,Payroll,Johnson Ltd,Cash
TXN09518,U462,07/11/2024,985937,Debit,5892.53,USD,Payroll,"Kennedy, Jimenez and York",Bank Transfer
TXN09519,U215,26/06/2024,614232,Refund,2301.08,USD,Inventory,Rodriguez-Lambert,Credit Card
TXN09520,U084,30/06/2024,316106,Credit,1187.96,USD,Payroll,Coleman PLC,Credit Card
TXN09521,U417,21/04/2024,719911,Credit,9048.17,USD,Marketing,Sanchez LLC,Cash
TXN09522,U168,04/06/2024,407205,Debit,893.49,USD,Sales,"Wilson, Jenkins and Mays",Cash
TXN09523,U050,20/03/2024,369231,Refund,5813.94,USD,Operations,Freeman PLC,Bank Transfer
TXN09524,U141,19/10/2024,836147,Refund,1133.81,USD,Payroll,Gray LLC,Bank Transfer
TXN09525,U138,28/06/2024,892259,Credit,4277.23,USD,Marketing,Davis-Simpson,Cash
TXN09526,U166,29/02/2024,300690,Credit,4948.61,USD,Operations,Parker-Green,Cash
TXN09527,U136,09/11/2024,232008,Debit,5522.96,USD,Sales,Shepherd-Juarez,Bank Transfer
TXN09528,U445,07/07/2024,526912,Credit,2488.63,USD,Marketing,Gutierrez-King,Cash
TXN09529,U130,03/07/2024,324906,Debit,4880.19,USD,Inventory,"Taylor, Baxter and Maldonado",Bank Transfer
TXN09530,U298,11/08/2024,624333,Refund,6745.18,USD,Payroll,"Rodriguez, Gonzalez and Reed",Credit Card
TXN09531,U233,07/12/2024,484085,Credit,8086.71,USD,Marketing,Poole LLC,Credit Card
TXN09532,U268,14/10/2024,645583,Refund,5536.58,USD,Sales,Wall LLC,Credit Card
TXN09533,U292,02/01/2025,593518,Credit,2249.07,USD,Sales,"Johnson, Steele and Coffey",Credit Card
TXN09534,U381,02/10/2024,276521,Credit,7231.42,USD,Operations,Vega-Hartman,Credit Card
TXN09535,U436,23/06/2024,872326,Refund,3546.89,USD,Payroll,"Robinson, Hall and Kelly",Credit Card
TXN09536,U168,04/11/2024,621249,Refund,7792.52,USD,Marketing,Townsend-Franklin,Cash
TXN09537,U225,04/03/2024,175663,Credit,4607.79,USD,Sales,"Oliver, Moran and Nelson",Credit Card
TXN09538,U024,14/11/2024,318049,Debit,7980.66,USD,Operations,Young-Durham,Credit Card
TXN09539,U488,29/02/2024,674017,Credit,8050.07,USD,Payroll,"Yang, Pierce and Morgan",Credit Card
TXN09540,U451,11/07/2024,848099,Credit,6703.58,USD,Payroll,"Mcconnell, Beasley and Nunez",Credit Card
TXN09541,U482,14/10/2024,897480,Credit,3987.6,USD,Operations,Figueroa-Murphy,Cash
TXN09542,U100,14/02/2024,660610,Refund,2935.57,USD,Marketing,Wright LLC,Bank Transfer
TXN09543,U224,24/07/2024,656264,Refund,461.22,USD,Sales,"Moon, Rojas and Lopez",Credit Card
TXN09544,U206,08/03/2024,502377,Credit,6051.42,USD,Operations,Rogers and Sons,Credit Card
TXN09545,U189,19/10/2024,554259,Refund,4222.11,USD,Sales,Hernandez Ltd,Cash
TXN09546,U081,25/08/2024,359643,Refund,6400.14,USD,Sales,Wood-Wilson,Bank Transfer
TXN09547,U124,01/07/2024,401878,Debit,8352.52,USD,Payroll,Kirby-Dean,Bank Transfer
TXN09548,U378,22/08/2024,647077,Debit,3769.38,USD,Operations,Ballard PLC,Bank Transfer
TXN09549,U064,21/11/2024,576438,Refund,5472.52,USD,Operations,Parker-Fowler,Cash
TXN09550,U325,09/11/2024,801043,Refund,7206.35,USD,Sales,"Hogan, Turner and Rogers",Credit Card
TXN09551,U013,21/05/2024,511201,Refund,9356.21,USD,Marketing,Golden and Sons,Bank Transfer
TXN09552,U147,28/06/2024,798196,Debit,4298.79,USD,Operations,"Franklin, Park and Bennett",Credit Card
TXN09553,U024,04/12/2024,964075,Refund,2663.79,USD,Payroll,"Henderson, Cooper and Jones",Cash
TXN09554,U116,12/01/2024,991795,Credit,5121.89,USD,Inventory,"Davenport, Calderon and Hoover",Cash
TXN09555,U380,12/04/2024,607401,Debit,1525.38,USD,Marketing,Combs Inc,Bank Transfer
TXN09556,U208,25/10/2024,547583,Refund,4445.02,USD,Sales,"Bradley, Shepherd and Freeman",Credit Card
TXN09557,U378,27/05/2024,464762,Refund,1537.96,USD,Marketing,Hendricks LLC,Cash
TXN09558,U131,25/02/2024,409994,Credit,3386.8,USD,Marketing,"Gross, Daniels and Nguyen",Credit Card
TXN09559,U320,01/09/2024,905295,Credit,3865.49,USD,Marketing,Pena Inc,Cash
TXN09560,U363,28/09/2024,399343,Refund,1606.47,USD,Payroll,"Howell, Harris and King",Bank Transfer
TXN09561,U354,28/01/2024,632119,Refund,9334.84,USD,Payroll,Ramos LLC,Bank Transfer
TXN09562,U392,20/10/2024,238239,Refund,5804.17,USD,Inventory,"Boyle, Smith and Abbott",Credit Card
TXN09563,U350,12/11/2024,311554,Credit,2439.15,USD,Sales,Dyer Inc,Bank Transfer
TXN09564,U417,07/06/2024,519665,Refund,6306.86,USD,Operations,Daugherty-Chase,Cash
TXN09565,U350,26/12/2024,705479,Refund,2759.42,USD,Operations,Booker and Sons,Credit Card
TXN09566,U368,28/12/2024,266285,Refund,5471.65,USD,Marketing,Buchanan-Bright,Credit Card
TXN09567,U272,09/10/2024,668076,Debit,13.43,USD,Marketing,"Evans, Macdonald and Jones",Credit Card
TXN09568,U194,10/11/2024,295062,Refund,9676.94,USD,Payroll,"Pineda, Harper and Bailey",Cash
TXN09569,U026,10/07/2024,401358,Debit,9601.94,USD,Marketing,Brown Inc,Credit Card
TXN09570,U205,11/03/2024,845558,Credit,7788.87,USD,Inventory,Leon Group,Cash
TXN09571,U305,28/10/2024,623852,Credit,2666.52,USD,Inventory,"Clark, Frazier and Davis",Credit Card
TXN09572,U297,05/04/2024,118873,Debit,4007.3,USD,Operations,Murillo-Weiss,Cash
TXN09573,U189,24/09/2024,788805,Debit,6969.91,USD,Operations,Hernandez-Mccoy,Cash
TXN09574,U191,26/08/2024,911983,Debit,2287.24,USD,Payroll,Deleon-Brown,Cash
TXN09575,U215,09/03/2024,134960,Refund,420.47,USD,Inventory,Young PLC,Credit Card
TXN09576,U317,13/07/2024,161003,Refund,4364.72,USD,Sales,Mendoza-Robinson,Credit Card
TXN09577,U234,03/08/2024,995705,Credit,9850.27,USD,Payroll,Castro LLC,Credit Card
TXN09578,U457,10/04/2024,592812,Credit,3957.93,USD,Inventory,Savage Inc,Cash
TXN09579,U486,24/09/2024,627411,Credit,1521.87,USD,Inventory,Owens-Bradley,Bank Transfer
TXN09580,U011,15/07/2024,679507,Credit,9875.36,USD,Inventory,Mccormick PLC,Credit Card
TXN09581,U195,04/08/2024,971137,Debit,5276.82,USD,Payroll,"Reyes, Bird and Peterson",Credit Card
TXN09582,U061,01/06/2024,743841,Refund,6023.41,USD,Payroll,"Miller, Baker and Brady",Bank Transfer
TXN09583,U301,18/06/2024,634547,Debit,690.82,USD,Sales,Trevino and Sons,Bank Transfer
TXN09584,U079,21/01/2024,555151,Credit,230.33,USD,Payroll,"Farmer, Turner and Calderon",Cash
TXN09585,U448,20/04/2024,428422,Credit,8331.88,USD,Sales,Johnson Group,Cash
TXN09586,U217,12/07/2024,643599,Credit,900.93,USD,Marketing,Garcia Group,Credit Card
TXN09587,U277,08/10/2024,167243,Refund,747.79,USD,Operations,Martinez-Davila,Credit Card
TXN09588,U237,19/04/2024,183888,Debit,9987.12,USD,Sales,Vaughan LLC,Cash
TXN09589,U486,12/10/2024,702266,Credit,1138.33,USD,Operations,Woods and Sons,Credit Card
TXN09590,U008,12/04/2024,627192,Refund,8961.64,USD,Marketing,Doyle Group,Bank Transfer
TXN09591,U097,07/04/2024,446073,Refund,9942.27,USD,Operations,Baker-Burton,Bank Transfer
TXN09592,U230,04/07/2024,151797,Debit,2490.37,USD,Operations,"Mccarthy, Stark and Pineda",Credit Card
TXN09593,U065,28/05/2024,947420,Credit,6615.2,USD,Payroll,Adams-Rodriguez,Credit Card
TXN09594,U207,10/12/2024,788830,Debit,9871.49,USD,Sales,"Austin, Perez and Wu",Cash
TXN09595,U365,13/09/2024,425593,Debit,6404.57,USD,Inventory,Carter-Thompson,Bank Transfer
TXN09596,U122,09/08/2024,555254,Debit,1640.82,USD,Inventory,Hoffman-Benson,Credit Card
TXN09597,U441,15/09/2024,168476,Debit,8209.28,USD,Payroll,Bond Group,Bank Transfer
TXN09598,U358,31/08/2024,875715,Debit,2053.67,USD,Sales,Nash LLC,Bank Transfer
TXN09599,U410,27/09/2024,451704,Debit,4079.72,USD,Operations,Carr-West,Credit Card
TXN09600,U451,02/08/2024,510924,Credit,2334.16,USD,Inventory,"Lane, Jackson and Castillo",Credit Card
TXN09601,U298,21/08/2024,163431,Credit,4756.35,USD,Operations,"Smith, Johnson and Harrell",Credit Card
TXN09602,U270,19/02/2024,172800,Credit,4082.25,USD,Marketing,"White, Garcia and Daniels",Credit Card
TXN09603,U095,17/05/2024,880509,Refund,14.24,USD,Marketing,"Sellers, Adams and Hoffman",Cash
TXN09604,U470,28/10/2024,176019,Credit,1873.94,USD,Marketing,"Jackson, Edwards and Kelly",Cash
TXN09605,U167,11/04/2024,513539,Credit,2493.77,USD,Payroll,Heath-Cunningham,Bank Transfer
TXN09606,U335,02/11/2024,500355,Refund,9184.32,USD,Sales,"Martin, Mckay and Scott",Credit Card
TXN09607,U228,20/05/2024,614654,Debit,3218.96,USD,Payroll,Chase and Sons,Credit Card
TXN09608,U457,25/12/2024,699060,Debit,5115.33,USD,Inventory,Fernandez LLC,Bank Transfer
TXN09609,U238,19/05/2024,745106,Debit,4012.08,USD,Payroll,Short-Hudson,Bank Transfer
TXN09610,U498,09/10/2024,706233,Credit,7799.79,USD,Operations,Holt-Jones,Bank Transfer
TXN09611,U073,31/12/2024,308393,Debit,7006.31,USD,Sales,Sherman and Sons,Credit Card
TXN09612,U341,15/07/2024,312592,Debit,9101,USD,Inventory,"Hernandez, Miller and Morris",Bank Transfer
TXN09613,U079,05/02/2024,162396,Credit,3609.56,USD,Marketing,"Alexander, Freeman and Thompson",Cash
TXN09614,U364,07/07/2024,346522,Credit,9561.92,USD,Marketing,"Williams, Webster and Bullock",Credit Card
TXN09615,U485,19/03/2024,859282,Refund,7507.26,USD,Inventory,Moore-Simmons,Credit Card
TXN09616,U250,04/12/2024,967364,Refund,4960.96,USD,Inventory,"Fernandez, Hunt and Ramirez",Credit Card
TXN09617,U239,16/05/2024,218782,Debit,2629.21,USD,Payroll,Ross-Salazar,Bank Transfer
TXN09618,U271,21/02/2024,708392,Refund,6166.63,USD,Operations,"Smith, Rogers and Fitzgerald",Bank Transfer
TXN09619,U332,06/02/2024,652573,Debit,4294.89,USD,Sales,Roth Ltd,Credit Card
TXN09620,U162,08/08/2024,705518,Refund,6506.35,USD,Sales,Nixon Ltd,Credit Card
TXN09621,U186,30/01/2024,818427,Credit,8731.69,USD,Marketing,Elliott-Chen,Bank Transfer
TXN09622,U446,15/06/2024,236754,Debit,6973.18,USD,Operations,"Lane, Williams and Sims",Cash
TXN09623,U158,19/04/2024,704965,Debit,2743.26,USD,Operations,Leblanc-Patel,Cash
TXN09624,U224,15/08/2024,921721,Debit,7879.1,USD,Payroll,Mcdowell and Sons,Bank Transfer
TXN09625,U387,08/05/2024,817121,Credit,4169.74,USD,Payroll,"Vargas, Ayala and Davis",Credit Card
TXN09626,U374,20/03/2024,589044,Refund,8452.83,USD,Payroll,"Singh, Jennings and Jenkins",Bank Transfer
TXN09627,U066,01/11/2024,529670,Credit,4705.76,USD,Sales,Snow PLC,Credit Card
TXN09628,U395,26/05/2024,855987,Debit,7405.95,USD,Operations,Carroll-Madden,Cash
TXN09629,U174,16/06/2024,377574,Credit,8966.79,USD,Sales,"Acosta, Golden and Herring",Bank Transfer
TXN09630,U112,27/05/2024,121206,Credit,9314.27,USD,Marketing,Archer-Christian,Bank Transfer
TXN09631,U413,30/04/2024,361825,Refund,662.68,USD,Sales,"Gordon, Taylor and Williams",Credit Card
TXN09632,U350,19/05/2024,511178,Refund,5162.71,USD,Payroll,"Pruitt, Church and Johnson",Credit Card
TXN09633,U189,19/06/2024,869230,Debit,7004.94,USD,Payroll,"Hunt, Perez and Jones",Credit Card
TXN09634,U170,24/08/2024,284758,Credit,5949.53,USD,Inventory,"Lopez, Stanley and Mueller",Credit Card
TXN09635,U486,02/10/2024,187749,Refund,5736.61,USD,Payroll,Garcia Ltd,Cash
TXN09636,U430,28/12/2024,971487,Debit,5470.75,USD,Sales,Kelley Group,Bank Transfer
TXN09637,U096,15/07/2024,591759,Debit,427.89,USD,Sales,"Moore, Hughes and Miller",Credit Card
TXN09638,U276,25/05/2024,379831,Debit,5415.01,USD,Inventory,"Hudson, Hart and Scott",Credit Card
TXN09639,U135,02/03/2024,448521,Refund,9076.46,USD,Marketing,"Carter, Armstrong and Davis",Credit Card
TXN09640,U260,04/09/2024,521161,Refund,38.49,USD,Payroll,Lara-Gutierrez,Cash
TXN09641,U049,13/01/2024,887962,Refund,4013.04,USD,Payroll,"Reyes, Sutton and Graham",Credit Card
TXN09642,U289,29/12/2024,729108,Debit,8334.95,USD,Operations,"Johnston, Carr and Mathis",Credit Card
TXN09643,U235,30/10/2024,272182,Refund,1463.15,USD,Inventory,"Bruce, David and Hernandez",Credit Card
TXN09644,U499,19/10/2024,358111,Refund,2722.27,USD,Sales,Nelson LLC,Bank Transfer
TXN09645,U300,12/04/2024,496699,Refund,4434.08,USD,Sales,Hughes LLC,Bank Transfer
TXN09646,U408,08/06/2024,484519,Refund,4142.86,USD,Payroll,"Foley, Doyle and Thomas",Credit Card
TXN09647,U154,15/09/2024,249653,Credit,8479.43,USD,Payroll,"Morgan, Miller and Gray",Cash
TXN09648,U162,14/12/2024,773873,Credit,1054.82,USD,Sales,Johns Inc,Cash
TXN09649,U231,05/08/2024,993393,Debit,2272.48,USD,Operations,"Bailey, Garza and Robbins",Bank Transfer
TXN09650,U257,08/01/2024,426963,Debit,3271.22,USD,Operations,Willis LLC,Bank Transfer
TXN09651,U066,18/01/2024,307760,Refund,1855.23,USD,Sales,"Taylor, Harris and Miller",Credit Card
TXN09652,U103,10/11/2024,808942,Debit,3951.25,USD,Inventory,Harvey and Sons,Cash
TXN09653,U130,18/02/2024,297384,Credit,3771.55,USD,Sales,"Smith, Shepherd and Fleming",Credit Card
TXN09654,U324,22/03/2024,926001,Credit,2657.61,USD,Sales,"Baldwin, Horne and Gibson",Cash
TXN09655,U412,07/09/2024,282150,Refund,4227.63,USD,Payroll,Alvarado-Huffman,Credit Card
TXN09656,U329,25/02/2024,643315,Refund,6635.05,USD,Operations,"Lewis, White and Mills",Credit Card
TXN09657,U403,25/04/2024,462216,Credit,6177.89,USD,Sales,"Morris, Wood and Davidson",Cash
